name_en,name_ar,aliases,category,calories_per_100g,protein_grams_per_100g,carbohydrate_grams_per_100g,fat_grams_per_100g,created_by_user_id,source,external_source_id,source_version,is_active,archived_at
"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C",,,SWEETS_SNACKS,345.0,55.3,33.3,0.0,,USDA_FDC_SR_LEGACY,19703,2018-04,True,
"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium",,,SWEETS_SNACKS,345.0,55.3,33.3,0.0,,USDA_FDC_SR_LEGACY,19704,2018-04,True,
"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",,,SWEETS_SNACKS,20.0,0.83,4.22,0.0,,USDA_FDC_SR_LEGACY,19176,2018-04,True,
"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt",,,SWEETS_SNACKS,381.0,7.8,90.5,0.0,,USDA_FDC_SR_LEGACY,19702,2018-04,True,
"Gelatins, dry powder, unsweetened",,,SWEETS_SNACKS,335.0,85.6,0.0,0.1,,USDA_FDC_SR_LEGACY,19177,2018-04,True,
"Granola bar, soft, milk chocolate coated, peanut butter",,,SWEETS_SNACKS,536.0,9.6,54.1,31.2,,USDA_FDC_SR_LEGACY,42139,2018-04,True,
"Gums, seed gums (includes locust bean, guar)",,,SWEETS_SNACKS,332.0,4.6,77.3,0.5,,USDA_FDC_SR_LEGACY,42281,2018-04,True,
Honey,,,SWEETS_SNACKS,304.0,0.3,82.4,0.0,,USDA_FDC_SR_LEGACY,19296,2018-04,True,
"Ice creams, BREYERS, 98% Fat Free Chocolate",,,SWEETS_SNACKS,136.0,3.89,30.18,2.17,,USDA_FDC_SR_LEGACY,19894,2018-04,True,
"Ice creams, BREYERS, 98% Fat Free Vanilla",,,SWEETS_SNACKS,137.0,3.3,30.51,2.2,,USDA_FDC_SR_LEGACY,19877,2018-04,True,
"Ice creams, BREYERS, All Natural Light French Chocolate",,,SWEETS_SNACKS,201.0,5.3,29.68,7.28,,USDA_FDC_SR_LEGACY,19893,2018-04,True,
"Ice creams, BREYERS, All Natural Light French Vanilla",,,SWEETS_SNACKS,173.0,4.82,26.03,5.56,,USDA_FDC_SR_LEGACY,19876,2018-04,True,
"Ice creams, BREYERS, All Natural Light Mint Chocolate Chip",,,SWEETS_SNACKS,196.0,4.69,28.39,7.09,,USDA_FDC_SR_LEGACY,19879,2018-04,True,
"Ice creams, BREYERS, All Natural Light Vanilla",,,SWEETS_SNACKS,162.0,4.84,25.3,4.59,,USDA_FDC_SR_LEGACY,19875,2018-04,True,
"Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry",,,SWEETS_SNACKS,161.0,4.69,26.06,4.35,,USDA_FDC_SR_LEGACY,19878,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, Butter Pecan",,,SWEETS_SNACKS,180.0,3.99,21.3,10.3,,USDA_FDC_SR_LEGACY,19880,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, Chocolate Caramel",,,SWEETS_SNACKS,151.0,3.54,25.17,5.8,,USDA_FDC_SR_LEGACY,19895,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, French Vanilla",,,SWEETS_SNACKS,154.0,4.5,20.75,7.05,,USDA_FDC_SR_LEGACY,19881,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, Vanilla",,,SWEETS_SNACKS,143.0,3.68,21.92,6.2,,USDA_FDC_SR_LEGACY,19882,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry",,,SWEETS_SNACKS,143.0,3.71,21.7,6.26,,USDA_FDC_SR_LEGACY,19884,2018-04,True,
"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",,,SWEETS_SNACKS,153.0,3.53,25.63,5.68,,USDA_FDC_SR_LEGACY,19883,2018-04,True,
"Ice creams, chocolate",,,SWEETS_SNACKS,216.0,3.8,28.2,11.0,,USDA_FDC_SR_LEGACY,19270,2018-04,True,
"Ice creams, chocolate, light",,,SWEETS_SNACKS,187.0,5.0,25.7,7.19,,USDA_FDC_SR_LEGACY,19114,2018-04,True,
"Ice creams, chocolate, light, no sugar added",,,SWEETS_SNACKS,173.0,3.54,26.79,5.74,,USDA_FDC_SR_LEGACY,19265,2018-04,True,
"Ice creams, chocolate, rich",,,SWEETS_SNACKS,251.0,4.72,19.78,16.98,,USDA_FDC_SR_LEGACY,43541,2018-04,True,
"Ice creams, french vanilla, soft-serve",,,SWEETS_SNACKS,222.0,4.1,22.2,13.0,,USDA_FDC_SR_LEGACY,19090,2018-04,True,
"Ice creams, regular, low carbohydrate, chocolate",,,SWEETS_SNACKS,237.0,3.8,26.8,12.7,,USDA_FDC_SR_LEGACY,19899,2018-04,True,
"Ice creams, regular, low carbohydrate, vanilla",,,SWEETS_SNACKS,216.0,3.17,22.23,12.7,,USDA_FDC_SR_LEGACY,19898,2018-04,True,
"Ice creams, strawberry",,,SWEETS_SNACKS,192.0,3.2,27.6,8.4,,USDA_FDC_SR_LEGACY,19271,2018-04,True,
"Ice creams, vanilla",,,SWEETS_SNACKS,207.0,3.5,23.6,11.0,,USDA_FDC_SR_LEGACY,19095,2018-04,True,
"Ice creams, vanilla, fat free",,,SWEETS_SNACKS,138.0,4.48,30.06,0.0,,USDA_FDC_SR_LEGACY,19867,2018-04,True,
"Ice creams, vanilla, light",,,SWEETS_SNACKS,180.0,4.78,29.46,4.83,,USDA_FDC_SR_LEGACY,19088,2018-04,True,
"Ice creams, vanilla, light, no sugar added",,,SWEETS_SNACKS,169.0,3.97,21.42,7.45,,USDA_FDC_SR_LEGACY,19260,2018-04,True,
"Ice creams, vanilla, light, soft-serve",,,SWEETS_SNACKS,126.0,4.9,21.8,2.6,,USDA_FDC_SR_LEGACY,19096,2018-04,True,
"Ice creams, vanilla, rich",,,SWEETS_SNACKS,249.0,3.5,22.29,16.2,,USDA_FDC_SR_LEGACY,19089,2018-04,True,
Jams and preserves,,,SWEETS_SNACKS,278.0,0.37,68.86,0.07,,USDA_FDC_SR_LEGACY,19297,2018-04,True,
"Jams and preserves, apricot",,,SWEETS_SNACKS,242.0,0.7,64.4,0.2,,USDA_FDC_SR_LEGACY,19719,2018-04,True,
"Jams and preserves, no sugar (with sodium saccharin), any flavor",,,SWEETS_SNACKS,132.0,0.3,53.42,0.3,,USDA_FDC_SR_LEGACY,43028,2018-04,True,
"Jams, preserves, marmalade, reduced sugar",,,SWEETS_SNACKS,151.0,0.0,37.6,0.1,,USDA_FDC_SR_LEGACY,43344,2018-04,True,
"Jams, preserves, marmalades, sweetened with fruit juice",,,SWEETS_SNACKS,212.0,0.0,52.93,0.0,,USDA_FDC_SR_LEGACY,19920,2018-04,True,
Jellies,,,SWEETS_SNACKS,266.0,0.15,69.95,0.02,,USDA_FDC_SR_LEGACY,19300,2018-04,True,
"Jellies, no sugar (with sodium saccharin), any flavors",,,SWEETS_SNACKS,121.0,0.55,29.6,0.0,,USDA_FDC_SR_LEGACY,43027,2018-04,True,
"Jellies, reduced sugar, home preserved",,,SWEETS_SNACKS,179.0,0.3,46.1,0.03,,USDA_FDC_SR_LEGACY,44110,2018-04,True,
"Marmalade, orange",,,SWEETS_SNACKS,246.0,0.3,66.3,0.0,,USDA_FDC_SR_LEGACY,19303,2018-04,True,
Milk and cereal bar,,,SWEETS_SNACKS,413.0,6.47,72.05,10.98,,USDA_FDC_SR_LEGACY,8510,2018-04,True,
"Milk dessert, frozen, milk-fat free, chocolate",,,SWEETS_SNACKS,167.0,4.3,37.7,1.0,,USDA_FDC_SR_LEGACY,42131,2018-04,True,
Molasses,,,SWEETS_SNACKS,290.0,0.0,74.73,0.1,,USDA_FDC_SR_LEGACY,19304,2018-04,True,
"Pectin, liquid",,,SWEETS_SNACKS,11.0,0.0,2.1,0.0,,USDA_FDC_SR_LEGACY,42063,2018-04,True,
"Pectin, unsweetened, dry mix",,,SWEETS_SNACKS,325.0,0.3,90.4,0.3,,USDA_FDC_SR_LEGACY,19310,2018-04,True,
"Pie fillings, apple, canned",,,SWEETS_SNACKS,100.0,0.1,26.1,0.1,,USDA_FDC_SR_LEGACY,19312,2018-04,True,
"Pie fillings, blueberry, canned",,,SWEETS_SNACKS,181.0,0.41,44.38,0.2,,USDA_FDC_SR_LEGACY,44158,2018-04,True,
"Pie fillings, canned, cherry",,,SWEETS_SNACKS,115.0,0.37,28.0,0.07,,USDA_FDC_SR_LEGACY,19314,2018-04,True,
"Pie fillings, cherry, low calorie",,,SWEETS_SNACKS,53.0,0.82,11.98,0.16,,USDA_FDC_SR_LEGACY,43098,2018-04,True,
"Popcorn, microwave, low fat and sodium",,,SWEETS_SNACKS,429.0,12.6,73.39,9.5,,USDA_FDC_SR_LEGACY,43572,2018-04,True,
"Popcorn, microwave, regular (butter) flavor, made with palm oil",,,SWEETS_SNACKS,535.0,8.38,57.26,30.22,,USDA_FDC_SR_LEGACY,25026,2018-04,True,
"Popcorn, sugar syrup/caramel, fat-free",,,SWEETS_SNACKS,381.0,2.0,90.06,1.4,,USDA_FDC_SR_LEGACY,19436,2018-04,True,
"Potato chips, without salt, reduced fat",,,SWEETS_SNACKS,487.0,7.1,67.8,20.8,,USDA_FDC_SR_LEGACY,19823,2018-04,True,
"Pretzels, soft",,,SWEETS_SNACKS,338.0,8.2,69.39,3.1,,USDA_FDC_SR_LEGACY,43109,2018-04,True,
"Pretzels, soft, unsalted",,,SWEETS_SNACKS,345.0,8.2,71.04,3.1,,USDA_FDC_SR_LEGACY,25024,2018-04,True,
"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",,,SWEETS_SNACKS,109.0,0.65,24.2,1.12,,USDA_FDC_SR_LEGACY,19333,2018-04,True,
"Puddings, all flavors except chocolate, low calorie, instant, dry mix",,,SWEETS_SNACKS,350.0,0.81,84.66,0.9,,USDA_FDC_SR_LEGACY,44260,2018-04,True,
"Puddings, all flavors except chocolate, low calorie, regular, dry mix",,,SWEETS_SNACKS,351.0,1.6,86.04,0.1,,USDA_FDC_SR_LEGACY,44259,2018-04,True,
"Puddings, banana, dry mix, instant",,,SWEETS_SNACKS,367.0,0.0,92.7,0.6,,USDA_FDC_SR_LEGACY,19318,2018-04,True,
"Puddings, banana, dry mix, instant, prepared with 2% milk",,,SWEETS_SNACKS,105.0,2.76,19.74,1.7,,USDA_FDC_SR_LEGACY,19121,2018-04,True,
"Puddings, banana, dry mix, instant, prepared with whole milk",,,SWEETS_SNACKS,115.0,2.62,19.76,2.8,,USDA_FDC_SR_LEGACY,19319,2018-04,True,
"Puddings, banana, dry mix, instant, with added oil",,,SWEETS_SNACKS,386.0,0.0,89.0,4.4,,USDA_FDC_SR_LEGACY,19705,2018-04,True,
"Puddings, banana, dry mix, regular",,,SWEETS_SNACKS,366.0,0.0,93.0,0.4,,USDA_FDC_SR_LEGACY,19320,2018-04,True,
"Puddings, banana, dry mix, regular, prepared with 2% milk",,,SWEETS_SNACKS,101.0,2.9,18.43,1.73,,USDA_FDC_SR_LEGACY,19122,2018-04,True,
"Puddings, banana, dry mix, regular, prepared with whole milk",,,SWEETS_SNACKS,111.0,2.74,18.44,2.89,,USDA_FDC_SR_LEGACY,19321,2018-04,True,
"Puddings, banana, dry mix, regular, with added oil",,,SWEETS_SNACKS,387.0,0.0,88.4,5.0,,USDA_FDC_SR_LEGACY,19706,2018-04,True,
"Puddings, chocolate flavor, low calorie, instant, dry mix",,,SWEETS_SNACKS,356.0,5.3,78.2,2.4,,USDA_FDC_SR_LEGACY,44061,2018-04,True,
"Puddings, chocolate flavor, low calorie, regular, dry mix",,,SWEETS_SNACKS,365.0,10.08,74.42,3.0,,USDA_FDC_SR_LEGACY,44258,2018-04,True,
"Puddings, chocolate, dry mix, instant",,,SWEETS_SNACKS,378.0,2.3,87.9,1.9,,USDA_FDC_SR_LEGACY,19184,2018-04,True,
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",,,SWEETS_SNACKS,105.0,3.15,18.89,1.92,,USDA_FDC_SR_LEGACY,19123,2018-04,True,
"Puddings, chocolate, dry mix, instant, prepared with whole milk",,,SWEETS_SNACKS,111.0,3.1,18.8,3.1,,USDA_FDC_SR_LEGACY,19185,2018-04,True,
"Puddings, chocolate, dry mix, regular",,,SWEETS_SNACKS,362.0,2.6,89.3,2.1,,USDA_FDC_SR_LEGACY,19188,2018-04,True,
"Puddings, chocolate, dry mix, regular, prepared with 2% milk",,,SWEETS_SNACKS,111.0,3.28,19.76,2.06,,USDA_FDC_SR_LEGACY,19190,2018-04,True,
"Puddings, chocolate, dry mix, regular, prepared with whole milk",,,SWEETS_SNACKS,120.0,3.16,19.64,3.15,,USDA_FDC_SR_LEGACY,19189,2018-04,True,
"Puddings, chocolate, ready-to-eat",,,SWEETS_SNACKS,142.0,2.09,23.01,4.6,,USDA_FDC_SR_LEGACY,19183,2018-04,True,
"Puddings, chocolate, ready-to-eat, fat free",,,SWEETS_SNACKS,93.0,1.93,20.87,0.3,,USDA_FDC_SR_LEGACY,19235,2018-04,True,
"Puddings, coconut cream, dry mix, instant",,,SWEETS_SNACKS,415.0,0.9,83.5,10.0,,USDA_FDC_SR_LEGACY,19322,2018-04,True,
"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",,,SWEETS_SNACKS,107.0,2.9,19.2,2.3,,USDA_FDC_SR_LEGACY,19191,2018-04,True,
"Puddings, coconut cream, dry mix, instant, prepared with whole milk",,,SWEETS_SNACKS,117.0,2.9,19.1,3.5,,USDA_FDC_SR_LEGACY,19323,2018-04,True,
"Puddings, coconut cream, dry mix, regular",,,SWEETS_SNACKS,434.0,1.0,81.84,11.36,,USDA_FDC_SR_LEGACY,19324,2018-04,True,
"Puddings, coconut cream, dry mix, regular, prepared with 2% milk",,,SWEETS_SNACKS,104.0,3.1,17.8,2.5,,USDA_FDC_SR_LEGACY,19219,2018-04,True,
"Puddings, coconut cream, dry mix, regular, prepared with whole milk",,,SWEETS_SNACKS,114.0,3.0,17.7,3.8,,USDA_FDC_SR_LEGACY,19325,2018-04,True,
"Puddings, lemon, dry mix, instant",,,SWEETS_SNACKS,378.0,0.0,95.4,0.7,,USDA_FDC_SR_LEGACY,19330,2018-04,True,
"Puddings, lemon, dry mix, instant, prepared with 2% milk",,,SWEETS_SNACKS,107.0,2.76,20.2,1.71,,USDA_FDC_SR_LEGACY,19204,2018-04,True,
"Puddings, lemon, dry mix, instant, prepared with whole milk",,,SWEETS_SNACKS,115.0,2.7,20.1,2.9,,USDA_FDC_SR_LEGACY,19331,2018-04,True,
"Puddings, lemon, dry mix, regular",,,SWEETS_SNACKS,363.0,0.1,91.8,0.5,,USDA_FDC_SR_LEGACY,19332,2018-04,True,
"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium",,,SWEETS_SNACKS,366.0,0.1,90.3,1.5,,USDA_FDC_SR_LEGACY,19708,2018-04,True,
"Puddings, rice, dry mix",,,SWEETS_SNACKS,376.0,2.7,91.2,0.1,,USDA_FDC_SR_LEGACY,19194,2018-04,True,
"Puddings, rice, dry mix, prepared with 2% milk",,,SWEETS_SNACKS,111.0,3.29,20.81,1.63,,USDA_FDC_SR_LEGACY,19208,2018-04,True,
"Puddings, rice, dry mix, prepared with whole milk",,,SWEETS_SNACKS,121.0,3.25,20.68,2.82,,USDA_FDC_SR_LEGACY,19195,2018-04,True,
"Puddings, rice, ready-to-eat",,,SWEETS_SNACKS,108.0,3.23,18.39,2.15,,USDA_FDC_SR_LEGACY,19193,2018-04,True,
"Puddings, tapioca, dry mix",,,SWEETS_SNACKS,369.0,0.1,94.3,0.1,,USDA_FDC_SR_LEGACY,19198,2018-04,True,
"Puddings, tapioca, dry mix, prepared with 2% milk",,,SWEETS_SNACKS,105.0,2.88,19.56,1.67,,USDA_FDC_SR_LEGACY,19209,2018-04,True,
"Puddings, tapioca, dry mix, prepared with whole milk",,,SWEETS_SNACKS,115.0,2.84,19.43,2.89,,USDA_FDC_SR_LEGACY,19199,2018-04,True,
"Puddings, tapioca, dry mix, with no added salt",,,SWEETS_SNACKS,369.0,0.1,94.3,0.1,,USDA_FDC_SR_LEGACY,19709,2018-04,True,
"Puddings, tapioca, ready-to-eat",,,SWEETS_SNACKS,130.0,1.95,21.69,3.88,,USDA_FDC_SR_LEGACY,19218,2018-04,True,
"Puddings, tapioca, ready-to-eat, fat free",,,SWEETS_SNACKS,94.0,1.44,21.31,0.35,,USDA_FDC_SR_LEGACY,19234,2018-04,True,
"Puddings, vanilla, dry mix, instant",,,SWEETS_SNACKS,377.0,0.0,92.9,0.6,,USDA_FDC_SR_LEGACY,19202,2018-04,True,
"Puddings, vanilla, dry mix, instant, prepared with whole milk",,,SWEETS_SNACKS,114.0,2.7,19.7,2.9,,USDA_FDC_SR_LEGACY,19203,2018-04,True,
"Puddings, vanilla, dry mix, regular",,,SWEETS_SNACKS,379.0,0.3,93.5,0.4,,USDA_FDC_SR_LEGACY,19206,2018-04,True,
"Puddings, vanilla, dry mix, regular, prepared with 2% milk",,,SWEETS_SNACKS,101.0,2.94,18.53,1.73,,USDA_FDC_SR_LEGACY,19212,2018-04,True,
"Puddings, vanilla, dry mix, regular, prepared with whole milk",,,SWEETS_SNACKS,113.0,2.8,18.92,2.9,,USDA_FDC_SR_LEGACY,19207,2018-04,True,
"Puddings, vanilla, dry mix, regular, with added oil",,,SWEETS_SNACKS,369.0,0.3,92.4,1.1,,USDA_FDC_SR_LEGACY,19710,2018-04,True,
"Puddings, vanilla, ready-to-eat",,,SWEETS_SNACKS,130.0,1.45,22.6,3.78,,USDA_FDC_SR_LEGACY,19201,2018-04,True,
"Puddings, vanilla, ready-to-eat, fat free",,,SWEETS_SNACKS,89.0,2.02,20.16,0.0,,USDA_FDC_SR_LEGACY,19233,2018-04,True,
"Rennin, chocolate, dry mix, prepared with 2% milk",,,SWEETS_SNACKS,85.0,3.24,13.47,2.06,,USDA_FDC_SR_LEGACY,19213,2018-04,True,
"Rennin, chocolate, dry mix, prepared with whole milk",,,SWEETS_SNACKS,96.0,3.2,13.34,3.34,,USDA_FDC_SR_LEGACY,19221,2018-04,True,
"Rennin, vanilla, dry mix, prepared with 2% milk",,,SWEETS_SNACKS,77.0,3.06,12.34,1.77,,USDA_FDC_SR_LEGACY,19214,2018-04,True,
"Rennin, vanilla, dry mix, prepared with whole milk",,,SWEETS_SNACKS,89.0,3.03,12.21,3.07,,USDA_FDC_SR_LEGACY,19223,2018-04,True,
Rice and Wheat cereal bar,,,SWEETS_SNACKS,409.0,9.09,72.73,9.09,,USDA_FDC_SR_LEGACY,8546,2018-04,True,
"Rice cake, cracker (include hain mini rice cakes)",,,SWEETS_SNACKS,392.0,7.1,81.1,4.3,,USDA_FDC_SR_LEGACY,42204,2018-04,True,
Rice crackers,,,SWEETS_SNACKS,416.0,10.0,82.64,5.0,,USDA_FDC_SR_LEGACY,25071,2018-04,True,
"SCHIFF,TIGER'S MILK BAR",,,SWEETS_SNACKS,387.0,16.8,56.46,14.29,,USDA_FDC_SR_LEGACY,19000,2018-04,True,
"Sherbet, orange",,,SWEETS_SNACKS,144.0,1.1,30.4,2.0,,USDA_FDC_SR_LEGACY,19097,2018-04,True,
"Snack, BALANCE, original bar",,,SWEETS_SNACKS,415.0,28.0,48.73,12.0,,USDA_FDC_SR_LEGACY,25068,2018-04,True,
"Snack, Mixed Berry Bar",,,SWEETS_SNACKS,383.0,13.16,58.84,10.53,,USDA_FDC_SR_LEGACY,25062,2018-04,True,
"Snack, Pretzel, hard chocolate coated",,,SWEETS_SNACKS,467.0,7.05,70.07,17.64,,USDA_FDC_SR_LEGACY,25060,2018-04,True,
"Snack, potato chips, made from dried potatoes, plain",,,SWEETS_SNACKS,545.0,4.62,55.38,35.28,,USDA_FDC_SR_LEGACY,19410,2018-04,True,
"Snacks, CLIF BAR, mixed flavors",,,SWEETS_SNACKS,346.0,14.71,65.44,5.88,,USDA_FDC_SR_LEGACY,25051,2018-04,True,
"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",,,SWEETS_SNACKS,341.0,4.4,80.9,0.0,,USDA_FDC_SR_LEGACY,19272,2018-04,True,
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor",,,SWEETS_SNACKS,491.0,8.08,64.7,22.22,,USDA_FDC_SR_LEGACY,25023,2018-04,True,
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",,,SWEETS_SNACKS,491.0,7.95,67.26,21.11,,USDA_FDC_SR_LEGACY,25013,2018-04,True,
"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor",,,SWEETS_SNACKS,496.0,8.68,65.49,22.15,,USDA_FDC_SR_LEGACY,25022,2018-04,True,
"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",,,SWEETS_SNACKS,373.0,0.1,85.2,3.5,,USDA_FDC_SR_LEGACY,19269,2018-04,True,
"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar",,,SWEETS_SNACKS,390.0,8.0,78.0,7.4,,USDA_FDC_SR_LEGACY,19439,2018-04,True,
"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",,,SWEETS_SNACKS,417.0,3.4,80.5,9.0,,USDA_FDC_SR_LEGACY,19438,2018-04,True,
"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",,,SWEETS_SNACKS,365.0,4.22,67.61,8.67,,USDA_FDC_SR_LEGACY,19441,2018-04,True,
"Snacks, KRAFT, CORNNUTS, plain",,,SWEETS_SNACKS,446.0,8.5,71.86,15.64,,USDA_FDC_SR_LEGACY,19009,2018-04,True,
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",,,SWEETS_SNACKS,463.0,9.85,66.5,16.92,,USDA_FDC_SR_LEGACY,19049,2018-04,True,
"Snacks, M&M MARS, KUDOS Whole Grain Bar, M&M's milk chocolate",,,SWEETS_SNACKS,415.0,3.78,73.01,11.95,,USDA_FDC_SR_LEGACY,25009,2018-04,True,
"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip",,,SWEETS_SNACKS,420.0,4.47,72.31,13.02,,USDA_FDC_SR_LEGACY,19440,2018-04,True,
"Snacks, M&M MARS, KUDOS Whole Grain Bars, peanut butter",,,SWEETS_SNACKS,463.0,5.88,64.69,20.78,,USDA_FDC_SR_LEGACY,25007,2018-04,True,
"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",,,SWEETS_SNACKS,403.0,9.38,66.72,10.93,,USDA_FDC_SR_LEGACY,25048,2018-04,True,
"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",,,SWEETS_SNACKS,389.0,3.52,78.62,6.67,,USDA_FDC_SR_LEGACY,25065,2018-04,True,
"Snacks, SUNKIST, SUNKIST Fruit Roll, strawberry, with vitamins A, C, and E",,,SWEETS_SNACKS,342.0,0.6,82.7,1.0,,USDA_FDC_SR_LEGACY,19273,2018-04,True,
"Snacks, bagel chips, plain",,,SWEETS_SNACKS,451.0,12.34,66.36,15.14,,USDA_FDC_SR_LEGACY,25046,2018-04,True,
"Snacks, banana chips",,,SWEETS_SNACKS,519.0,2.3,58.4,33.6,,USDA_FDC_SR_LEGACY,19400,2018-04,True,
"Snacks, beef jerky, chopped and formed",,,SWEETS_SNACKS,410.0,33.2,11.0,25.6,,USDA_FDC_SR_LEGACY,19002,2018-04,True,
"Snacks, beef sticks, smoked",,,SWEETS_SNACKS,550.0,21.5,5.4,49.6,,USDA_FDC_SR_LEGACY,19407,2018-04,True,
"Snacks, brown rice chips",,,SWEETS_SNACKS,384.0,8.2,81.5,2.8,,USDA_FDC_SR_LEGACY,25059,2018-04,True,
"Snacks, candy bits, yogurt covered with vitamin C",,,SWEETS_SNACKS,415.0,0.0,86.9,7.5,,USDA_FDC_SR_LEGACY,25043,2018-04,True,
"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",,,SWEETS_SNACKS,359.0,0.46,74.64,6.53,,USDA_FDC_SR_LEGACY,25003,2018-04,True,
"Snacks, corn cakes",,,SWEETS_SNACKS,387.0,8.1,83.4,2.4,,USDA_FDC_SR_LEGACY,19419,2018-04,True,
"Snacks, corn cakes, very low sodium",,,SWEETS_SNACKS,387.0,8.1,83.4,2.4,,USDA_FDC_SR_LEGACY,19800,2018-04,True,
"Snacks, corn-based, extruded, chips, barbecue-flavor",,,SWEETS_SNACKS,523.0,7.0,56.2,32.7,,USDA_FDC_SR_LEGACY,19004,2018-04,True,
"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",,,SWEETS_SNACKS,523.0,7.0,56.2,32.7,,USDA_FDC_SR_LEGACY,19804,2018-04,True,
"Snacks, corn-based, extruded, chips, plain",,,SWEETS_SNACKS,539.0,6.17,57.27,33.36,,USDA_FDC_SR_LEGACY,19003,2018-04,True,
"Snacks, corn-based, extruded, chips, unsalted",,,SWEETS_SNACKS,557.0,6.6,57.4,33.4,,USDA_FDC_SR_LEGACY,43447,2018-04,True,
"Snacks, corn-based, extruded, cones, plain",,,SWEETS_SNACKS,510.0,5.8,62.9,26.9,,USDA_FDC_SR_LEGACY,19005,2018-04,True,
"Snacks, corn-based, extruded, onion-flavor",,,SWEETS_SNACKS,499.0,7.7,65.1,22.6,,USDA_FDC_SR_LEGACY,19007,2018-04,True,
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",,,SWEETS_SNACKS,567.0,5.46,54.54,36.54,,USDA_FDC_SR_LEGACY,19008,2018-04,True,
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",,,SWEETS_SNACKS,558.0,5.76,54.1,35.76,,USDA_FDC_SR_LEGACY,19802,2018-04,True,
"Snacks, cornnuts, barbecue-flavor",,,SWEETS_SNACKS,436.0,9.0,71.7,14.3,,USDA_FDC_SR_LEGACY,19401,2018-04,True,
"Snacks, crisped rice bar, almond",,,SWEETS_SNACKS,458.0,7.0,64.6,20.4,,USDA_FDC_SR_LEGACY,19403,2018-04,True,
"Snacks, crisped rice bar, chocolate chip",,,SWEETS_SNACKS,404.0,5.1,73.0,13.5,,USDA_FDC_SR_LEGACY,19010,2018-04,True,
"Snacks, fruit leather, pieces",,,SWEETS_SNACKS,359.0,1.0,82.82,2.68,,USDA_FDC_SR_LEGACY,19013,2018-04,True,
"Snacks, fruit leather, pieces, with vitamin C",,,SWEETS_SNACKS,373.0,0.1,85.2,3.5,,USDA_FDC_SR_LEGACY,19274,2018-04,True,
"Snacks, fruit leather, rolls",,,SWEETS_SNACKS,371.0,0.1,85.8,3.0,,USDA_FDC_SR_LEGACY,19014,2018-04,True,
"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",,,SWEETS_SNACKS,487.0,9.14,61.14,22.86,,USDA_FDC_SR_LEGACY,25053,2018-04,True,
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",,,SWEETS_SNACKS,415.0,5.71,72.27,11.43,,USDA_FDC_SR_LEGACY,25055,2018-04,True,
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",,,SWEETS_SNACKS,423.0,5.71,74.29,11.43,,USDA_FDC_SR_LEGACY,25054,2018-04,True,
"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",,,SWEETS_SNACKS,390.0,16.67,63.42,7.69,,USDA_FDC_SR_LEGACY,25032,2018-04,True,
"Snacks, granola bar, KASHI GOLEAN, crunchy, mixed flavors",,,SWEETS_SNACKS,393.0,17.88,59.58,9.23,,USDA_FDC_SR_LEGACY,25034,2018-04,True,
